measurement_source_value,count
Prilosec,362
PRILOSEC,44
Primo study cc/hr,10
pr interval,17
PR interval,31
Procainamide,195
Procan,147
Procan Napa,147
Procedures,112320
Procedure urine out,4
Prolactin,406
PROM,2
Promote 2/3 strength,81
Promyelocytes,2503
pronator drift,105
Pronator Drift,11171
Pronator drift present,48904
prone/supine,10
Prongs Changed,1482
Prong Size,148273
Prong Type,2766
proning via bed.,18
propanolol,77
propofol,1
Propranolol,43
PROPRANOLOL,15
Prostaglandin m/k/mn,6
Prostate Specific Antigen,3635
Protein,106412
"Protein C, Antigen",50
"Protein C, Functional",334
Protein/Creatinine Ratio,7709
Protein Electrophoresis,3035
"Protein S, Antigen",72
"Protein S, Functional",181
"Protein, Total",11935
"Prot. Electrophoresis, Urine",1780
Prothrombin time,93005
ProTime,306
protonics,4
protonix,716
Protonix,1146
PROTONIX,318
PROTONIX 80MG/250,1
protonix 80mg/250cc,34
protonix 80mg/250ml,43
PROTONIX DRIP,59
Protonix gtt,102
PROTONIX MG/H,75
PROTONIX MG/HOUR,24
protonix mg/hr,281
Protonix       mg/hr,9
Protonix mg/hr,231
PROTONIX MG/HR,208
Protonix ml/hr,12
prune juice,357
Prune juice,124
Prune Juice,846
PRUNE JUICE,35
prune juice po/pg,80
PS,45
Psa02,1
Pseudocyst drain,7
PSV,37
PSV Level,117516
PT,575329
PT(11-13.5),135032
PT Eval,1
Pt./Family Informed,150685
Pt Leak,3
Ptp exp,1
Ptp Exp.,2
PTPEXP,2
Ptp Insp.,1
PTPinsp,2
PT Splint #1 [Location],35504
PT Splint #1 [Status],35087
PT Splint #2 [Location],23578
PT Splint #2 [Status],23400
PT Splint #3 [Location],2009
PT Splint #3 [Status],2002
PT Splint #4 [Location],845
PT Splint #4 [Status],844
PT Splint Location #1,6651
PT Splint Location #2,2394
PT Splint Location #3,486
PT Splint Location #4,123
PT Splint Status #1,5618
PT Splint Status #2,1980
PT Splint Status #3,287
PT Splint Status #4,76
Ptt,309
PTT,689695
PTT(22-35),146058
Pulmonary Artery Pressure Alarm - High,10672
Pulmonary Artery Pressure Alarm - Low,10571
Pulmonary Artery Pressure diastolic,126982
Pulmonary Artery Pressure mean,125425
Pulmonary Artery Pressure systolic,126894
pulse,2
Pulse,25
PULSE,4
Pulses Paradoxus,422
Pulsus Paradoxus,298
Pump Speed,780
pupil deviation,11
Pupil Reactivity [Left],135
Pupil Reactivity [Right],126
Pupil Response [Left],441424
Pupil Response Left,356998
Pupil Response [Right],448439
Pupil Response Right,358713
Pupils,718
Pupil Size [Left],446237
Pupil Size Left,361502
Pupil Size [Right],454264
Pupil Size Right,362458
Purge Pressure,29
Purge Solution Flow Rate,22
PVR,14915
PVRI,13941
Q1H EEG TRACE,13
Qs/Qt,2
qt,1
qtc,2
Qtc,9
QTc,4001
QTC,53
qtc interval,6
QTC measurement,3
QT interval,2
QUAD cough,17
QUAD COUGHING,59
Quantitative G6PD,277
Quinidine,10
QUINIDINE,76
QVar,53
RA,14
Race,24810
Racemic Epi MiniNeb,38
rad a line,16
rad. aline,11
RAD. ALINE,5
RAD ART BP,20
RAD ART S/D,10
RADIAL ABP,16
Radial a-line,12
RADIAL MAP,16
Radial Pulse L,99660
Radial Pulse [Left],16968
Radial Pulse R,102810
Radial Pulse [Right],18631
Radiologic Study,63569
Ramsey SedationScale,7077
range of motion,90
Range of Motion,660095
RANGE OF MOTION,37
Range of Motion Location,8653
Range of Motion Status,8315
ranitidine,200
Ranitidine,515
RANITIDINE,57
Ranitidine pg,83
Ranitidine/Zantac,1723
R ankle,33
RAP,17
Rapamycin,3361
RAPID RESPIRATORY VIRAL ANTIGEN TEST,29
Rapid Respiratory Viral Screen & Culture,1502
R ARM DRAINAGE BAG,4
r arm fistula,12
R arm sensation,3
r arm serous drain,5
R arm sling,13
RA SAT,2
rash,48
Rash,78
RASH,25
rash axilla,19
Rash left hand,3
R ax fem bpg pulse,106
r axilla-bupivacaine,12
RBC,260255
RBC(3.6-6.2),9396
"RBC, Ascites",3280
RBC Casts,50
RBC Clumps,34
"RBC, CSF",4700
"RBC, Joint Fluid",611
"RBC, Other Fluid",1368
"RBC, Pleural",2446
R BREAST TEMP/COLOR,14
R chest drain bag,14
R chest dsg,41
R chest tube site,22
R CT SITE BAG DRNG,15
RCW,77228
RCWI,75644
R drain flush,9
RDW,746817
Readmission,41704
Re-admit < 48 hours,169
Readmit <48 hrs,13967
real urine output,6
R ear,84
Reason for CRRT Filter Change,111
Reason for Immobilizer,41891
Reason For Restraint,475987
Reason for Restraint (Acute Medical/Surgical)_V1,2998
Reason for Restraint (Behavioral)_V1,298
Reason for Restraint (Non-violent),276158
Reason for Restraint/Seclusion (Violent),1157
Reason for Restraints (Non-Violent),17401
Reason for Restraint (Violent),2202
Rebound bili,2
Rec. Breath Pressure,1412
Rec.Breath Time(sec),1411
Recombivax,1464
Recovery HR - Aerobic Activity Response,114
Recovery HR - Aerobic Capacity,303
Recovery O2 sat - Aerobic Activity Response,110
Recovery O2 Sat - Aerobic Capacity,293
Recovery RR - Aerobic Activity Response,93
Recovery RR - Aerobic Capacity,244
Recruit Breath,1489
Recruitment Duration,373
Recruitment Mode,373
Recruitment Press,331
Recruitment pressure,2
RECTAL - R/O GC,2
rectal tube,18
Rectal tube,7
Rectal Tube,1660
rectal tube care,13
rectal tube deflate,71
Red Blood C(3.6-6.2),9639
Red Blood Cell Fragments,3876
Red Blood Cells,747999
Red Rubber,71
Red Top Hold,23831
"Reducing Substances, Urine",26
REE,1
REFED JEJUNOSTOMY,40
Reflexes LE,2
Reflexes UE,2
reg insulin,2
Reglan,4761
Related Activity,70041
remote alarm,1
Remote Alarm,13427
Remote Alarm [D],51156
Remote Alarm [S],51999
Removed x 5 Mins,407061
Renal Epithelial Cells,2058
Renal US,114
Replace.Fluid Infuse,55035
Replacement Fluid,58727
Replacement Rate,60041
Replace Rate ml/hr,58964
Replogle Irrigation,968
replogle output,2
REPOGAL OUTPUT,1
repogle drainage out,16
repogle output,12
Repogle Output,5
Repogle Tube NG,2861
Repogle Tube OGT,695
Repogyle,32
Reptilase Time,22
Reptilase Time Control,22
Required documentation,121
Required O2,22057
residual,4
Resistance,15
Resp Alarm - High,211410
Resp Alarm [High],1769925
Resp Alarm - Low,211266
Resp Alarm [Low],1772387
Respiratory Effort,551416
Respiratory Pattern,1401171
Respiratory Rate,6123214
Respiratory Rate (Set),218592
Respiratory Rate Set,251678
Respiratory Rate (spontaneous),452577
Respiratory Rate (Total),399547
Respiratory Support,34339
Responds to Stimuli [Type],328851
Responds to Stimuli [Value],315700
Response,430046
Response To Stimuli,2189
Response to Stimuli (Type),442811
Resp Quotient - (R),18
Resp Rate,1676872
Resp. Rate,2
Resp Rate (Spont),237091
Resp Rate (Total),417049
Rest HR -  Aerobic Activity Response,177
Rest HR - Aerobic Capacity,369
Restlessness,716
Rest O2 Sat - Aerobic Activity Response,169
Rest O2 Sat - Aerobic Capacity,352
Restraint Device (Non-violent),238048
Restraint Device (Non-Violent),14913
Restraint Device (Violent),4175
Restraint Location,908632
Restraint Location_V1,4292
Restraint Location_V2,13991
Restraint (Non-violent),241677
Restraint Ordered (Non-violent),197849
Restraint/Seclusion Observer Sheet,1600
Restraints Evaluated,645508
Restraints Evaluated_V1,2702
Restraints Evaluated_V2,9745
Restraints Ordered,1266
Restraints Ordered (Violent),1592
Restraints (Violent),1995
Restraint Type,474098
Rest RR - Aerobic Activity Response,152
Rest RR - Aerobic Capacity,329
Retic count (.0-1.5),1
RETIC Count(0.5-1.5),1
"Reticulocyte, Cellular Hemoglobin",6
"Reticulocyte Count, Absolute",4
"Reticulocyte Count, Automated",10073
"Reticulocyte Count, Manual",2173
Retractions,440057
Return Pressure,58298
Return Pressure mmHg,55316
Return Site Observed (Tandem Heart),652
R FEM,15
(R) FEM ART,12
R fem art BP,18
r fem art line,4
R fem art line,12
R fem Art line,25
R FEM ART LINE,61
(R) Fem drain bag,5
R FEM MAP,4
r femoral drng,20
(R) FEMORAL SHEATH,35
R GROIN A LINE,21
R groin angio site,13
R groin sheath,67
R HAND DRAINAGE,19
R Hand Grasp,51
R hand infiltrate,16
Rheumatoid Factor,834
r hips drsg change,12
Rhythm,11
RIBAVIRIN RX,9
Ribaviron,38
Ribavrin TX #,14
RIC Dressing Occlusive,486
Richmond-RAS Scale,268930
RIC Infiltration Scale,53
R ICP,16
RIC Phlebitis Scale,57
RIC placed in outside facility,482
RIC Reason Discontinued,18
RIC Site Appear,542
rifampin,17
RIFAMPIN,7109
RIGHT ABD JP,18
right arm,214
Right Arm Cellulitis,42
right arm drainage,43
Right arm drains.,8
right arm elevated,31
right armpit,3
right arm pouch,12
right arm sling,5
right breast doppler,34
RIGHT BREAST JP,25
right drain,15
RIGHT FEM ABP,54
right fem. a-line,45
RIGHT FEM ALINE,12
RIGHT FEM. ALINE,13
right fem bp,32
right femoral aline,27
RIGHT FEMORAL A-LINE,16
Right femoral Drain,7
right femoral sheath,9
right fem sheath,9
Right Fem site,2
right flap check,41
Right groin,14
Right Groin Check,12
RIGHT GROIN POUCH,6
right groin pressure,15
right groin sheath,16
right hand drainage,5
RIGHT HEEL DRESSING,12
Right heel drsg chae,3
right hydrocele,62
Right hydrocele,141
Right inguinal herni,29
RIGHT JP,10
right leg bruit,1
right leg drsg,13
RIGHT LEG DRSG,27
Right leg straight,25
right neck jp,5
right nephrost irrig,2
Right pedal pulse,27
right pleural 3,55
RIGHT PLEURAL TAP,2
RIGHT SUBDURAL DRAIN,5
right thoracentesis,5
right vent drain,82
RIGHT VENT ICP,203
Right Ventricular Assist Device Flow,632
rigors,28
Riker-SAS Scale,1370147
Risk for Falls,2413174
Ristocetin,17
rituximab,6
R) LE,1
RLE Aspiration Site,10
RLE [Color],79246
RLE Color,154377
RLEcomp.pressure,1
RLE drsg change,5
RLE ELEVATED,54
R leg(cast)cap refil,227
r leg drsg change,2
r leg elevated,41
R LEG ELEVATED,14
R LEG JP,1
R Leg Wound,24
RLE [Sensation],39277
RLE Sensation,73044
RLE Temp,161279
RLE [Temperature],80508
R/L FLAP PULSE,67
RLL Lung Sounds,1295786
rlq drainage,2
RLQ pouch,8
RL Strength/Movement,768893
r nare-saline irrign,2
(R) nephrostomy,14
R Nephrostomy,1455
R NEPHROSTOMY,1
(R)Nephrostomy flush,43
R NEPHROSTOMY TUBE,6
robinul,2
rocuronium,4
rodney smith drain,14
Rolling,237
ROM [Type],447568
ROM [Value],18871
Root Reflex,85
rotating bed,8
rotation,789
Rotation,803
ROTATION,323
Rotation L/R,17
rotation mode on   d,25
rotation on,101
Rotation On,48
rotation on/off,162
Rotation On/Off,40
ROTATION ON/OFF,51
R paracentesis site,9
R Pleural #1,3882
R Pleural #2,393
R pleural CT # 2,51
R PLEURAL NS IRRIG,46
r pleural tap,2
r.pleural tap,2
R pleural tap,4
R. pleural tap,2
R. Pleural tap,2
R PLEURAL TAP,2
R plueral tap,2
r popliteal bupivace,10
RQ,1
RR,5
R rad pulse,5
RrApacheIIScore,19
RRApacheIIValue,18
RR_ApacheIV,7
RRScore_ApacheIV,8
RSBI,2
RSBI (<100),30361
RSBI (<200),31958
RSBI Deferred,18308
RSBI Not Completed,20479
R SHEATH,11
RSSI #units,8
RT ABD GRAFT PULSE,9
rt art line,11
RT. AVF BRUIT/THRILL,11
RT AV thrill/bruit,40
R. test. hydrocele,27
RT FEM A-LINE,19
RT FEM ART LINE,25
RT FEMORAL ART BP,16
rt groin,19
rt groin sheath,59
rt. hernia,38
R THIGH JP,24
r thoracentesis,2
R thoracentesis,2
R Thoracentesis,1
Rt ICP,80
RT LE PULSE,14
rt/lt nepro tube flh,14
Rt Neck Massage,11
rt para tap site,8
Rt.pluerex chst tube,1
RT RAD A LINE,57
Rt Thigh Girth,12
RT THORACENTESIS,1
rubinol,2
RUE [Color],30136
RUE Color,148210
RUE drainbag,26
RUE [Sensation],38947
RUE Sensation,73871
RUE-sling/swath,12
RUE Temp,154700
RUE [Temperature],30584
RUL Lung Sounds,1304188
RUPPER ARM FISTULA,25
R Ureteral Stent,147
RU Strength/Movement,770253
R VAC/L VAC,137
RVAD Flow LPM,2065
RV DIAST,1
RVEDV,27
RVSW,76925
RVSWI,75351
RVSYSTOLIC,1
r wrist brace,48
sacra decub dressing,17
sacral drsg change,26
sacral ultrasound,1
sacral wound,31
Safety Measures,405170
Safety Measures_U_1,1862329
SAFETY OFFICER,35
Salicylate,9090
saline flush,5
sandbag->chest,25
SaO2,1716561
SaO2 Alarm [High],1619782
SaO2 Alarm [Low],1621393
SaO2 (post),4
SBT Deferred,3627
SBT Started,7199
SBT Stopped,1057
SBT Successfully Completed,4381
scalp,8
Schistocytes,10339
Sclera,2
Scleral jaundice,1
Sclerea edema,4
SCOTCH TAPE PREP/PADDLE,3
scrotal ultrasound,3
scrotum,51
Scrotum,40
ScvO2 Central Venous O2% Sat,14
ScvO2 (Presep),1953
ScvO2 (Presep) SQI,189
Secondary diagnosis,274272
security,36
Security Guard,32
Sedation,8478
Sedation Score,9318
Sedimentation Rate,8377
Sed Rate,1452
Seizure,28462
seizure activity,2
Seizure [Activity],2223
Seizure Activity,240203
Seizure Duration,4490
"Seizure [Duration, seconds]",50
seizure pads,156
Seizure pads,53
Seizure Pads,1056
seizure pads on bed,22
Seizure Precautions,24
Self Feeding,392
Sensitivity,62810
Sensitivity-Vent,370897
Sensory Level,6048
SEROLOGY/BLOOD,4350
Serum Osmolality,14911
Serum Viscosity,98
Service,81552
Service Type,2955851
set min. vent,7
Sex Hormone Binding Globulin,12
SGOT,488
SGPT,491
shampoo,15
Shampoo,8
SHAMPOO,9
shampoo hair,3
shave,124
Shave,123
SHAVE,67
shaved,23
Shaved,28
shaved/bedbath,13
sheath a line,40
Sheath Line Discontinued,179
Sheath Line Dressing Occlusive,2439
Sheath Line Tip Cultured,48
sheath MAP,12
Sheath placed in outside facility,2273
Sheath Placement Confirmed by X-ray,1060
Sheath Site Appear,2547
Sheath Size,1440
Sheath Waveform Appear,1475
Sheath Zero/Calibrate,519
Sheepskin,178760
sheepskin for heels,14
Shivering,4567
Shivering Assessment,2928
shoulder shrug r/l,26
Shunt,16
Shunt Site,154
Sickle Cell Preparation,28
Sickle Cells,91
Side  Rails,210551
Side Rails,1381151
side rails padded,10
Side Rails (Restraint),11186
Side Rails_V1,5227
Side Rails_V2,107752
sigh breath,36
SIGH BREATH,11
Sigh Breath/Pressure,1
Sigh Peep,7
Sigh peep level,10
Sigh PEEP level,16
SIGH PEEP LEVEL,1
Sigh pressr/rate,16
sigh rate,47
Sigh Rate,233
Sigh Tidal Volume,204
Significant Events,86940
Signs of Injury from Intervention,213694
Siloh Drainage,6
SILVADENE FEET BID,27
simethicone,202
Simethicone,133
Site Appearance - Adjunctive Pain Management,720
sitter,13
Sitter,20514
SITTER,41
Sitter at bedside.,11
Sit to Stand,177
SIZURE PADS,22
SJ CO2,5
sjlactate,3
sjo2,8
SJO2,74
sjph,5
SJ PH,62
Skeletal Abnormality,26256
Skeletal Traction #1 - Pounds,504
Skeletal Traction #2 - Pounds,124
Skilled nursing facility,7
skin,220
Skin,31
SKIN,3
Skin Care,738187
Skin Color,485496
Skin Condition,480170
Skin drainage bags,18
Skin Integrity,952676
Skin Integrity [Attribute #1],7432
Skin Integrity [Attribute #2],5196
skin laceration,122
SKIN SCRAPINGS,97
Skin tags,24
Skin [Temperature],133038
Skin Temperature,357061
Sleep,490
sling,34
sling L arm - pacer,10
slop,39
slope,58
Slope,190792
SLOPE,54
Slurred Speech,23032
Small Volume Neb Dose #2,370
Small Volume Neb Drug #1,436
Small Volume Neb Drug #2,2293
Small Volume Neb Drug/Dose #1,28749
smile,43
Sneezing,209
Sod Bicarb/NS,4
Sodium,980544
Sodium  (135-148),15767
Sodium (135-148),221707
SodiumApacheIIScore,19
SodiumApacheIIValue,17
Sodium_ApacheIV,8
"Sodium, Ascites",58
sodium bicarb,12
Sodium Bicarb,32
sodium bicarbonate,1
"Sodium, Body Fluid",83
Sodium Chloride,5347
"Sodium, Pleural",15
SodiumScore_ApacheIV,8
Sodium (serum),162580
"Sodium, Stool",110
Sodium supps,16
"Sodium, Urine",25990
Sodium (whole blood),16587
"Sodium, Whole Blood",71504
SOFA Score,3
SOLUMEDEROL,26
solumed mg/kg/hr,15
solumedol,18
solumedrol,56
Solumedrol,185
SOLUMEDROL,65
Solumedrol cc/h,16
SOLUMEDROL CC/H,5
solumedrol drip,17
SOLUMEDROL DRIP,31
SOLUMEDROL DRIP.,25
solumedrol mg/hr,37
Solu-medrol mg/hr,14
solumedrol mg/kg/hr,105
Solumedrol  mg/kg/hr,18
Solumedrol mg/kg/hr,161
Solumedrolmg/kg/hr,47
Solu-Medrol Mg/Kg/Hr,21
SOLUMEDROL  MG/KG/HR,25
SOLUMEDROL MG/KG/HR,41
Solution (Peritoneal Dialysis),729
Source,5866
Spare Trach Present,13641
Specific Gravity,115858
Specific Gravity (urine),17199
SPECIMEN TYPE,404785
Speech,773077
Sperm,398
Spherocytes,2783
spinal precautions,2
spinal pse.,98
Spinal Scan,1
Spiritual Support,4905
spironolactone,17
Spironolactone,18
spit,76
Spit,9
SPIT,20
spits,40
Spits,331398
SPITS,3
Splint,42
"Splint off,skin chk",96
splints removed,20
SPNIOT TIDAL VOLUMES,13
SpO2,3418917
SpO2 Alarm [High],1796313
SpO2 Alarm [Low],1802684
SpO2 Desat Limit,200682
SpO2-L,84
sponge bath,18
Spon Minute VE L/min,70
Spon RR (Mech.),31739
Spontaneous Movement,889611
spontaneous vt,6
spontaneous VT,12
Spontaneous VT,69
Spont Minute vols,7
Spont Resp rate,23
Spont. Resp. Rate,143
Spont RR,16376
Spont. Tidal Volume,87
spont tidal volumes,105
spont Tidal volumes,42
SPONT TV'S,4
spont Ve,5
Spont Vt,16368
Spont VT,14
SPONT VT,3
spont Vt's,65
Spon. Vt (L) (Mech.),31799
sp tidal volumes,3
SPUTUM,35915
Sputum [Amount],438250
Sputum Amount,192480
Sputum [Color],416491
Sputum Color,173556
Sputum Consistency,581374
sputum culture,5
SPUTUM INDUCTION,2
Sputum Source,633263
SSC 26 NGT,24
SSC28 NGT,23
SSE,3
sse's and fleets,1
SSI HumR #u,2
SSI HumR #units,3
SSRI #units,1
Staph aureus Screen,688
Startle Reflex,27
State,443520
State Screen Sample,3531
Status and Comfort,252109
Status and Comfort (Behavioral),917
STDY HOLD,4
STDYURINE,1
Stem Cell - Blood Culture,158
STERILITY CULTURE,10
STERNAL DRSG,46
Stimulation,70807
stoma,1177
Stoma,491
STOMA,158
stoma adhesive powd,45
STOMA BAG CHANGED,11
Stomahesive Powder,10
stool,3
Stool,7383
Stool .,1287
STOOL,26157
Stool [Amount],438224
stool cc/kg/hr,26
Stool [Color],331328
Stool Color,90649
Stool [Consistency],129618
Stool Consistency,86073
Stool Estimate,55789
stool/fistula,21
Stool Guaiac,125710
Stool Guaiac QC,7059
Stool Hemoccult,64365
Stool Management,183500
Stool out,2
Stool Out Colostomy,4643
Stool Out Fecal Bag,4884
Stool Out Ileostomy,6976
Stool Out (non-specific),1316
Stool Out Ostomy,862
Stool Out Other,595
Stool Out Rectal Tube,4505
Stool Out Stool,81828
STOOL (RECEIVED IN TRANSPORT SYSTEM),94
Stools,149
straight cath,3
Straight Cath,463
STRENAL WOUND,24
Strength L Arm,46038
Strength L Leg,45845
Strength R Arm,46089
Strength R Leg,45960
Stress,419870
Stroke Volume,171435
Stroke Volume Index (SVI NICOM),771
Stroke Volume (SV NICOM),659
Stroke Volume Variation (SVV NICOM),671
ST Segment Monitoring On,104283
study drug,34
STUDY DRUG,7
study drug/24mcg/k/h,76
STUDY DRUG CC/HR,40
stv,3
STV,262
subdural drain,10
SUBDURAL DRAIN,2
Subgaliel tap,2
Subglottal Suctioning,129167
Suck,1054
Sucking,336
Suck Reflex,27508
Sucrose,1028
Sucrose H20,1
sucrose pacifier,31
Sugar Water Test,3
suicide precautions,14
Sulfonamides,14
Sump #1,440
Sump #2,72
sump drain,19
Sump drains 1&2,4
superior/ant chtube,19
Supine / Side-lying to Sit,297
Support Systems,1085042
Suprapubic,2499
suprapubic cath,3
Suprapubic cath site,1
surface cultures,2
SURFACTANT ALBUMIN RATIO,1
Surgery,1
surgery consult,1
surgical bra,150
surgical incision,66
Surgical Procedures,1694
Surgical site,34
Surgury,3
Surrounding Tissue #1,135811
Surrounding Tissue #10,2383
Surrounding Tissue #2,78522
Surrounding Tissue #3,49003
Surrounding Tissue #4,32218
Surrounding Tissue #5,20168
Surrounding Tissue #6,12216
Surrounding Tissue #7,8702
Surrounding Tissue #8,5795
Surrounding Tissue #9,2763
Survanta,3122
Sustained Nystagmus,12816
Sustained Nystamus,9695
Sutures,205743
SV,7
SV02,43
SV (Arterial),12680
SVI,168955
SVI Change,110
SVI (PiCCO),1917
svo2,69
SvO2,63192
SVO2,134
SvO2 MVG,1
SVO2-Presep. cath.,8
svo2 RIJ,11
SVO2 SAT,10
SvO2 SQI,3435
svr,16
SVR,202705
SVRI,194752
SVRI (PiCCO),1499
SVR/PVR ratio,7
svt,54
SVV (Arterial),16677
SVV (PiCCO),1361
SWAB,13820
"SWAB, R/O GC",9
SWAB - R/O YEAST,2
swallow,27
Swallow Study,12
Swan SVO2,157255
sweating,60
Sweating,762
Sx Equip Functional,690295
Sx Equip Functioning,198590
Synagis,488
synthroid,20
Synthroid,247
System Integrity,128567
Systolic Unloading,27427
Sz Pads,9
T3   (NML 80-200),1
T4  (NML 4.6- 12.0),1
tacroFK,21630
Tacrolimus,1
Tactile Disturbances,35012
Tandem Heart Access Line Cannula Site,75
Tandem Heart Access Line Catheter Length,83
Tandem Heart Access Line Discontinued,2
Tandem Heart Access Line Dressing Occlusive,119
Tandem Heart Access Line Position,254
Tandem Heart Access Line Postion Confirmed,92
Tandem Heart Access Line Pump Housing Checked,100
Tandem Heart Access Line Repositioned,92
Tandem Heart Access Line Site Appear,129
Tandem Heart Access Line Type,153
Tandem Heart Flow,688
Tandem Heart Return Cannula Discontinued,3
Tandem Heart Return Cannula Dressing Occlusive,130
Tandem Heart Return Cannula Migration,109
Tandem Heart Return Cannula Position,262
Tandem Heart Return Cannula Repositioned,91
Tandem Heart Return Cannula Site,138
Tandem Heart Return Cannula Site Appear,147
Tandem Heart Return Cannula Size,105
Tank 1,3
Tank 2,3
tank A,20
tank-A,2
TANK A,74
Tank A psi.,99556
tank B,20
Tank-b,2
TANK B,73
Tank B psi.,99331
TANK PRES NO,30
Tank press,4
tank pressure,8
Tank pressure,1
TANK PRESSURE,21
Tank Pressure (NO),8
Tap,491
tap pleural,1
Target Cells,5806
tbili,1
TBILI,1
TcCO2 [Value],226
TCO2        (21-30),9232
TCO2 (calc) Arterial,140114
TCO2 (calc) Venous,4317
TCO2 (cap),8097
TCO2 (other),8435
TcO2 [Value],282
TCP02,456
TCPCV Apnea Settings,1438
TCPCV Driving Press.,6
TCPCV Fixed I Time,8498
TCPCV I:E Ratio,9140
TCPCV Insp. Pressure,10841
TCPCV Insp. Time,10911
TCPCV-MAP,9741
T deconn,6
T deconnect,6
t diconnect,1
t discon,1
T discon,1
T-discon,1
T disconnect,9
T-disconnect,6
T.disconnect,2
Tdisconnect,1
T Disconnect,7
T-DISCONNECT,1
TDISCONNECT,4
TdT,9
TDT,1
TEA BAGS TO R EYE.,3
Teardrop Cells,8995
teds,26
TEDS,94
teds stockings,11
ted stocking,12
TED STOCKINGS,24
TED STOCKINGS BILAT,19
teeth brushed,61
tegretol,1
TempApacheIIScore,19
TempApacheIIValue,18
Temp Axillary [F],461989
Temp CoB 1/W/C,1
Temperature,129444
Temperature C,378549
Temperature C (calc),772277
Temperature Celsius,73669
Temperature F,773891
Temperature Fahrenheit,520755
TemperatureF_ApacheIV,7
Temperature F (calc),376047
Temperature Site,617556
TEMP GRAFT,17
"Temp/Iso/Warmer [Temperature, degrees C]",725866
Temp/Iso/Warmer [Type],803881
Temporary Atrial Capture,11509
Temporary Atrial Sens,12307
Temporary Atrial Sens Setting mV,10016
Temporary Atrial Sens Threshold mV,8454
Temporary Atrial Stim Setting mA,9811
Temporary Atrial Stim Threshold mA,7948
Temporary AV interval,207
Temporary Pacemaker Mode,27515
Temporary Pacemaker Rate,24547
Temporary Pacemaker Type,28321
Temporary Pacemaker Wire Condition,26347
Temporary Pacemaker Wires Atrial,24589
Temporary Pacemaker Wires Ground,2559
Temporary Pacemaker Wires Venticular,25312
Temporary Venticular Sens Threshold mV,8401
Temporary Venticular Stim Threshold mA,7925
Temporary Ventricular Capture,10215
Temporary Ventricular Sens,11041
Temporary Ventricular Sens Setting mV,6445
Temporary Ventricular Stim Setting mA,6211
Temp Rectal,1
Temp Rectal [F],13055
TempScore_ApacheIV,8
Temp. Site,1042512
Temp Skin [C],532983
Tent,27
Terminal Sensitivity,607
Testes [Left],432
Testes [Right],302
Testosterone,539
"Testosterone, Free",422
TETRACYCLINE,9042
TFCd0 (NICOM),44
TFCd (NICOM),36
TF Residual,25849
TF residual/G-tube,10
TF residual/J-Tube,9
TF Residual Output,3049
Th,7
TH,44
THAM,9
THAM CC/HR,14
THAM-trisaminomethan,3
THARACENTESIS,2
Theophylline,345
Therapeutic Bed,1306648
THERA VEST 15 MIN.,42
t hi,1
t-Hi,20
T hi,7
T-Hi,156
T HI,19
T-HI,14
T-HI (APRV),5
thick and easy to bm,17
t high,2
t-high,18
thigh,62
T  high,7
T high,78
T-high,21
T. high,18
Thigh,102
T High,13
T-High,1
THigh,20
T HIGH,109
THIGH,6
T High (APRV),963
thigh circ,5
THIGH HI TEDS,56
THIGH HI TEDS.,56
thigh measurement,4
Thigh Tourniquet,5
thoarcentesis,2
Thoracen. Drain #2,6
thoracentesis,124
Thoracentesis,55
THORACENTESIS,9
thoracentesis fluid,3
Thoracentesis Fluid,1
thoracentesis left,2
Thoracentesis Left,2
Thoracentesis off,2
thoracentesis out,12
Thoracentesis output,1
THORACENTESIS RIGHT,1
thoracentesis tap,2
Thoracentesis tap,2
THORACIC EXTENSION,106
Thoracic Fluid Content (TFC) (NICOM),27
thorcentesis,1
thorencentesis,2
thorocentesis,7
Thorocentesis,3
thorocentesis fluid,2
THOROCENTESIS FLUID,2
thorocentesis output,2
Thrill,19
thrill/bruit,76
THROAT,4
THROAT CULTURE,132
THROAT FOR STREP,129
Thrombin,807
Thrombin (16-21),149
Thrombolytic therapy,2
thrush,12
thumb pulse checks,36
Thyroglobulin,158
Thyroid Peroxidase Antibodies,160
Thyroid Stimulating Hormone,28220
Thyroxine (T4),3201
"Thyroxine (T4), Free",8104
Ti,3
tidal vol,11
Tidal Vol (P High),3
Tidal Vol (P Low),4
tidal volume,48
Tidal Volume,83952
TIDAL VOLUME,10
Tidal Volume (Obser),249174
Tidal Volume (observed),457946
tidal volumes,37
Tidal Volume (set),208679
Tidal Volume (Set),230412
Tidal Volume (Spont),197006
Tidal Volume (spontaneous),276457
Time,16486
Time at Breast,27470
time disc.,14
Time disconnect,3
Time Disconnect,11
time high,27
time High,5
Time High,15
time Lo,5
time low,24
Time Low,14
Tinsp,14
TISSUE,3275
"Tissue Transglutaminase Ab, IgA",453
Tl,7
TL,41
t lo,1
T lo,5
T-Lo,173
T LO,19
T-LO,14
T-LO (APRV),5
t low,2
t-low,6
tlow,59
T low,88
T. low,17
T Low,13
T-Low,13
TLow,10
T LOW,107
TLOW,11
T Low (APRV),953
TLSO,70
TLSO brace,26
tobradex,82
Tobradex,51
tobra dex eye ointmt,26
Tobradex eye ung,30
tobradex oint,13
Tobradex oint.,20
tobradex ointment,28
Tobradex ointment,17
Tobradex opthalmic,47
Tobramycin,1300
TOBRAMYCIN,14428
Tobramycin oint,58
Tobramycin (Peak),69
Tobramycin/Peak,39
